Measurement Time	Port 1 ECT/RT-1 Temperature Temp °C	Port 2 EC-5 Soil Moisture m³/m³ VWC	Port 3 EC-5 Soil Moisture m³/m³ VWC	Port 4 EC-5 Soil Moisture m³/m³ VWC	Port 5 EC-5 Soil Moisture m³/m³ VWC
10/12/12 02:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
10/12/12 04:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
10/12/12 06:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
10/12/12 08:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
10/12/12 10:00 PM	* * * 	* * * 	* * * 	* * * 	* * * 
10/13/12 12:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
10/13/12 02:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
10/13/12 04:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
10/13/12 06:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
10/13/12 08:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
10/13/12 10:00 AM	* * * 	* * * 	* * * 	* * * 	* * * 
10/13/12 12:00 PM	-8.8	* * * 	* * * 	* * * 	* * * 
10/13/12 02:00 PM	15.5	0.001	0.060	0.009	0.032
10/13/12 04:00 PM	17.5	0.003	0.060	0.012	0.032
10/13/12 06:00 PM	17.1	0.004	0.061	0.013	0.033
10/13/12 08:00 PM	11.8	0.001	0.064	0.010	0.032
10/13/12 10:00 PM	10.1	-0.002	0.066	0.008	0.032
10/14/12 12:00 AM	6.6	-0.003	0.066	0.007	0.032
10/14/12 02:00 AM	2.4	-0.005	0.066	0.005	0.032
10/14/12 04:00 AM	1.0	-0.006	0.066	0.004	0.032
10/14/12 06:00 AM	0.1	-0.007	0.066	0.003	0.032
10/14/12 08:00 AM	-0.4	-0.008	0.065	0.003	0.031
10/14/12 10:00 AM	6.4	-0.008	0.063	0.004	0.031
10/14/12 12:00 PM	12.9	-0.003	0.060	0.007	0.032
10/14/12 02:00 PM	16.2	0.002	0.059	0.009	0.032
10/14/12 04:00 PM	17.0	0.004	0.060	0.013	0.032
10/14/12 06:00 PM	17.1	0.004	0.060	0.013	0.032
10/14/12 08:00 PM	11.0	0.001	0.064	0.010	0.032
